o_n,o_d,a_n,a_d,period
2161,2131,15525,26776,42896
68271,40427,16780,2539,32625
16059,4805,63423,74843,462105
3987,3655,55168,45251,109541
11651,892,36347,77814,1491132
190,97,38067,13289,100595
12703,10440,752,23023,28929
12339,6914,14954,9583,43790
61587,64426,27334,43839,68037
221,160,43089,20966,88476
33130,18749,64403,37852,180687
63743,49869,39821,84826,159325
24444,21851,54839,85193,156649
52988,33459,99765,7963,170605
34283,17164,92879,60505,306366
7972,7827,51355,46316,99481
63354,63719,55207,84063,138472
19169,10024,19566,86863,203526
35554,19605,69379,77185,265796
92073,46916,99519,30836,255822
37726,1019,48717,23825,2685691
41513,80088,31780,19071,26358
15020,7649,28487,29014,112912
39661,77256,86319,83393,87125
14211,1532,89434,83859,1607485
1021,42026,19589,13303,799
1909,2850,1174,6461,5114
41774,20981,88665,8362,193185
16431,13358,97823,63300,198190
26101,12687,86350,28341,235955
37614,32477,60706,34467,110227
30657,15437,8346,17549,51426
8396,69741,61625,26634,10625
45308,93947,22256,14865,17902
8034,36125,42881,95187,30706
26584,45867,31139,32168,36692
183,26605,7875,20497,195
32605,24156,8289,12143,27579
57017,30055,29162,34429,120637
20747,19346,29291,9946,42079
32027,62722,83549,2425,43900
62651,22323,3587,13626,48310
16145,10566,79587,82340,247427
13897,11935,30815,12091,49959
82466,4655,18525,80777,1759192
79285,66242,88006,2299,108086
10126,6127,26620,397,44651
42841,24238,6003,5176,19759
11044,5629,68471,50667,233746
68770,61693,21583,9152,34260
539,324,38245,12259,84017
15561,13487,4029,5048,10473
1667,1154,75575,39024,165543
16994,46833,81373,50629,47899
427,275,87941,71084,246923
19038,51587,77455,4679,30311
59479,80873,7245,3709,8056
22377,75799,10122,79301,26399
49174,49791,4229,16335,20309
11351,7806,12809,1117,20251
5314,3275,54115,53807,175113
88901,19120,35881,19485,257432
15947,16621,65697,19324,81573
49569,51647,4047,11150,14586
30400,20703,19235,2451,31844
7627,52344,18857,12858,4621
42368,44777,48596,15375,60529
90113,90618,16121,18082,34013
19327,24845,17959,22985,31851
9574,5561,654,3463,7088
2669,5734,85877,69112,72143
3238,1731,20259,19088,73602
1002,601,97130,50117,245494
85786,47471,49863,76861,229006
11233,10659,68287,2935,75058
2285,7069,88182,52183,45372
30307,20661,16898,28981,67299
35965,92001,37435,50021,34189
6385,5444,6430,22453,33876
58216,29113,3433,28313,63481
12511,41554,42061,16984,17777
2595,2059,29887,30815,76504
16283,40288,85556,55861,57156
31905,18137,4259,7682,21006
45651,27296,42660,42301,142093
5853,14848,90841,53473,56888
19597,30129,71011,95564,108347
6787,4533,64689,22301,130246
33241,13997,439,47800,114561
18628,67369,7746,4385,3354
15487,12781,7580,7981,18855
73815,45796,2678,2735,8725
19217,5289,20220,68869,323695
78547,73362,52069,78173,139448
6484,3625,35133,49463,151316
90512,32533,5961,18478,67993
27091,35961,41996,6583,36597
83228,89293,12868,639,12589
16547,11940,17715,8753,36681
12731,36215,55807,72104,44966
41188,58383,24379,57451,57729
3297,1678,6423,12232,36654
13057,4194,8300,1589,30787
34287,23990,11884,14165,37229
68721,1516,32073,75478,4875338
74955,12049,65239,61036,785537
26628,42695,81983,12532,58947
17647,67572,54905,27827,21606
2215,93563,27475,48968,1810
24193,7349,26794,67047,308926
69437,44409,17478,7171,38541
19370,89581,2890,3189,1314
59533,41577,92840,20211,161875
11008,7997,66587,69079,186747
79670,24163,89045,55677,477176
95424,77605,8207,7193,18936
33851,19478,47776,5191,92052
87048,15271,88078,59707,842406
52207,2858,41654,50907,1690809
74647,48616,12713,19324,49191
7663,4118,16417,6901,43391
4949,912,157,35655,194335
36952,25851,68459,94536,232988
1844,93253,52379,6844,1171
42265,74812,1445,881,1314
10853,7464,51207,99703,219430
11265,9296,44893,6576,62370
11096,6719,2557,43465,76002
1548,1375,28091,28120,63284
18947,18886,2577,28186,30863
183,18172,58966,29447,890
3171,4027,7051,42997,39410
5487,2791,2213,4691,13573
13953,7465,82898,74315,293850
5179,4185,65424,94439,197833
7623,4076,18231,5275,43961
43144,49583,78548,66501,126212
60855,99257,14950,20181,21539
23323,26474,29989,27471,50621
89826,66811,80955,62693,193132
6219,87830,88057,27335,8171
48083,74210,35981,87246,79843
33341,49862,38016,7939,30728
62567,97877,39557,79568,76150
12769,48704,51793,49779,26629
41373,23168,11875,60892,129946
34036,26151,53039,35676,115464
80309,6842,33805,89478,1447053
74858,44257,27494,11661,66228
5114,3711,52967,99220,209723
92327,23475,4969,55061,236098
19507,26926,66865,76317,103731
9169,6755,76874,56657,181251
3477,2116,44048,98761,234663
58357,41776,26903,12808,55472
47053,19193,10693,16178,65876
27281,63773,15369,38939,23232
10539,6919,3792,22057,39373
22024,11247,79731,94208,340610
2047,1846,49640,65751,127956
81623,21109,31237,7343,149179
79383,90002,3371,11070,12737
77495,17139,49301,62382,504981
80678,46681,38358,77515,200261
666,4681,12392,32557,6396
19851,11536,45187,20089,112326
75003,85352,9979,8983,16663
49179,57196,8879,9065,15429
2392,2079,12187,22965,40444
94335,38032,87522,52697,347801
48625,69371,75245,12908,61790
2167,1832,4222,13981,21532
56515,22718,6697,1009,19170
62882,52641,44357,4395,58237
17273,15881,18475,53682,78482
31991,20917,59825,8253,104120
31394,24151,49024,70773,155725
10393,25140,2077,7945,4143
48029,28620,96538,91787,316040
10905,9101,4688,33991,46346
36473,18226,3779,2858,13282
53279,26922,221,2664,5710
42451,6725,59325,26798,543645
62130,99991,27108,30905,36047
2958,17143,58158,47059,18155
52111,48931,48443,8238,60365
9939,7505,1763,2400,5513
19321,40604,601,2545,1497
17047,84483,4877,85798,18297
17461,14681,60224,16347,91071
52436,8355,23536,13785,234226
70739,45156,996,3629,7245
74651,49505,40812,11095,78273
43191,35663,4317,13325,21366
41935,32998,16466,5085,27388
44791,45000,18449,67225,85276
26818,11391,1033,78,2616
33442,86341,34105,8613,16546
21730,22407,27883,63523,88644
33750,18451,989,199,2174
30401,4804,43614,3089,295550
35011,40902,92441,45473,118050
7221,64595,78451,57101,15153
795,629,76462,7723,106403
66877,39318,2316,4187,11061
18978,33839,2072,43829,25743
99163,51697,95387,6607,195641
30127,83646,23744,78167,36705
5108,3507,26377,40089,96809
50098,24197,29999,45212,155718
617,1645,896,9609,3941
42641,35671,2233,21432,28289
80129,81833,25933,14220,39316
32962,80873,82213,21151,42129
40268,47999,3669,3199,5762
20524,22759,46365,39464,77400
59647,94931,53961,1160,34633
48316,39517,93815,81608,214484
42245,63289,54190,85921,93523
32013,81506,67009,66844,52574
24131,16045,16627,76461,140001
15830,8569,60103,24870,156975
4201,2242,41693,39886,152861
55479,54158,5081,1268,6503
39818,11753,37217,32214,235225
17779,7788,2563,3164,13074
39,22,66947,16597,148100
57687,93364,61783,864,38707
127,9373,25162,19639,607
45805,28302,76668,63707,227188
80825,79434,97518,59591,159860
20242,10577,33083,27123,115221
19759,12609,29231,20121,77337
31735,5648,87515,58567,820806
2552,1367,72548,50453,229626
87302,80791,17231,12495,32121
13953,1730,9544,23697,268099
74834,30629,84702,66055,368336
39531,28010,72035,26622,139237
8443,31065,30821,64850,26002
99745,88453,10055,29828,44974
59337,49531,10732,6029,20079
20149,91418,82838,40413,27165
9977,30903,13744,1907,5053
5251,4157,16073,41415,72617
8355,4486,8723,3141,22096
84836,70901,47290,62277,131102
19881,32261,61713,13294,46223
69835,92362,6408,30977,28267
34662,18031,92037,14969,205703
4851,64312,60562,38629,7482
22042,82379,12785,10178,6144
41308,47837,4822,30637,30619
16276,8249,61839,36202,193443
55733,28317,9905,7232,33728
39953,6380,87941,24680,705258
59077,79283,11583,43249,40857
63658,73089,2291,2847,4475
45182,30999,5783,1990,11329
7653,4151,92504,46869,256956
40243,10779,91916,13181,392376
17677,48566,41525,43618,30991
1637,5212,21543,3398,7834
31287,4891,831,9994,69246
48577,29966,20855,24387,73341
13270,7689,18871,40863,103092
36749,68397,2805,12203,8064
12786,43481,44659,93039,40491
33708,24317,97064,86947,255075
43267,25061,66963,6196,126307
10717,5897,81991,58900,256050
23605,68513,19285,12954,11108
57227,26672,862,23371,51994
37312,14585,12984,17351,77605
67159,44111,46608,42629,135863
4107,37187,22637,96553,13164
27002,26985,30194,50619,80864
98198,53201,38235,1991,74248
29639,85754,75295,9279,29232
149,565,17647,26230,11571
8693,4155,28293,60266,185281
4986,28129,3881,87322,16166
22930,60499,52131,45766,37104
47211,37300,8312,11409,24961
53575,11369,31489,78544,518517
15395,11591,28955,28437,76227
9097,95498,17112,19471,3485
5569,30739,501,62932,11492
45112,16181,11916,9245,58996
53274,26167,10462,5219,31925
42881,26858,31793,7354,62502
31287,22672,60419,71513,182064
64058,38941,87889,42453,214413
40345,23714,11297,21909,56494
40012,7255,31827,34552,366086
775,478,95,2944,4928
18402,63989,34043,17017,14684
74029,73090,28153,77286,106793
34769,29930,48459,24643,84921
29129,16326,61739,63892,224152
34015,22153,12734,22323,53829
68432,86487,59201,41660,79806
18861,86246,10519,9357,4347
76127,47028,1397,13237,23689
21433,18928,9430,5179,16543
36092,19569,68414,66093,248078
11653,18373,6309,3833,6433
10010,78863,89171,26009,14620
39029,95140,24257,44191,28079
38153,19762,30586,11587,81421
34613,27659,35706,36067,89818
13359,5011,68195,98507,444417
23307,20441,71143,37272,123615
6892,13323,91105,56741,76481
57453,31138,6627,79297,158539
40032,28391,31171,33262,90852
19219,14735,19644,9539,38063
11549,12840,89115,98984,169186
14508,9559,87313,8044,144726
151,10355,92381,10197,1496
11537,4121,28804,6985,100193
1148,74643,64547,51013,1777
16327,713,53241,25244,1797229
77607,40562,61126,58623,229114
43972,42699,36969,38984,78218
35555,23993,44525,49741,139692
2267,1759,80399,91441,221468
5818,8891,6871,26762,22009
21715,12721,23513,20135,74508
5001,6223,22416,86555,87573
67183,522,84316,57913,18305308
14319,11549,8687,11773,25367
43531,27464,47561,11601,93773
1253,3463,65168,72881,49950
86371,63353,84167,28561,153686
14375,9492,196,445,970
8372,5927,79623,17762,137558
13994,11765,27763,21324,58387
70749,51788,20645,97304,161133
13547,12034,21058,53181,83573
49886,40741,15541,2550,22152
98416,98597,2887,47769,50563
12364,7427,68623,25390,156507
99133,54087,12891,63337,139714
21531,32912,71,1077,751
14253,16631,80633,97662,152801
15478,30945,43331,76522,59948
47918,71959,8979,2795,7841
3467,2921,62711,13782,90792
42142,20499,3607,29750,68576
87493,63081,15631,53542,95943
8585,6198,31301,17604,67739
12596,3183,9483,1859,44883
9047,9241,71528,78871,147242
11923,9710,49781,6123,68645
20903,17876,65369,44930,128977
63482,39585,2193,3545,9202
87628,90603,94753,76613,165739
8858,6243,47461,63169,156969
64144,48201,51539,34236,114146
2895,54992,90748,72587,8599
2149,1931,10940,5361,18142
61565,52103,32505,43897,90276
14879,55802,14759,75978,24194
50747,98418,69996,6089,39231
24753,31871,9947,531,8138
49162,26323,4914,18647,44003
28131,24938,50780,82037,149822
28748,20671,2889,74906,108192
18668,3803,5767,449,30513
22447,66214,96585,61364,53545
72591,8785,43285,5124,400006
55951,47121,93431,314,111312
53458,73899,12181,26285,27826
70242,69919,70380,97259,168414
544,831,69364,4255,48193
84537,46393,21675,72067,170816
4526,8849,9519,74453,42949
32516,48197,25265,22732,32381
90829,61603,12751,652,19762
83580,37747,12587,39311,114914
3837,5045,47860,85403,101354
83959,79016,6517,40333,49781
15963,10843,14973,44746,87918
6529,4526,41077,23142,92639
12059,17392,37739,857,26761
33949,21399,2978,26423,46644
2448,1273,60206,77043,263932
54130,47039,46484,13851,69431
20435,13842,23840,21033,66247
47380,11361,90964,27003,491970
59865,73409,8929,9153,14746
1671,854,77295,6526,164011
52597,49753,9707,879,11191
18843,10423,7015,18802,46672
5564,4189,97681,62535,212805
10481,23549,75869,47988,55126
1093,6778,65440,85581,24353
36920,34683,1285,2677,4217
50810,7519,39128,77597,788775
11725,16824,49324,42531,64015
36462,39919,46089,19432,59847
51993,15601,47177,36446,278688
46462,11669,18161,5832,95532
14817,54883,7037,19845,7257
38187,34502,80261,98916,198314
67307,51018,4990,2811,10292
2364,2347,338,10613,11030
32537,16854,76931,15472,178386
89745,40321,1722,727,5451
56823,96688,34184,33375,39704
2941,1880,14019,27431,64843
22179,19318,48211,3680,59577
841,1020,55167,41183,79441
20953,86450,35727,18491,13141
38893,5798,3811,14607,123548
1155,949,37179,92578,157923
38384,30737,79345,80431,199527
4993,15232,32342,91681,40654
35519,8611,43125,46949,371541
36799,85905,6357,2011,3585
35723,23569,31714,21487,80636
78651,67114,30301,19593,58471
32848,9177,88510,41729,466176
90287,50931,99404,98139,350191
68768,80457,52853,92705,124411
54359,29606,41129,10702,95166
98354,93759,42799,89834,139133
14923,9296,53177,19842,117218
56645,32408,13807,17483,54691
31704,1303,42255,34187,1859952
50899,62546,65109,973,53776
86957,88122,65263,99342,162429
77541,15668,41983,16895,291388
53485,40728,48726,47851,126828
40393,85341,64819,68347,63029
23635,20522,94231,44428,159692
68276,95143,10730,11119,15680
26831,52021,42133,61680,53544
34088,25411,671,416,1459
41133,12791,7189,4265,36834
40283,21772,76322,71365,273253
14831,9861,19479,18580,57241
14053,15265,59204,23917,76522
22339,738,29,372,12138
2715,1774,42989,30910,113098
10741,27764,8164,25305,12948
4638,3109,10508,18667,43523
7177,37842,74219,18635,17611
55474,37787,45145,23464,100723
95028,30011,33624,11839,143956
26467,88296,475,5079,1665
18880,6957,94830,1349,261011
79544,1031,28207,77482,8154147
48787,76357,14264,48865,40335
39807,29818,1720,1149,3830
1327,714,44240,7589,96326
72412,49995,38717,49911,128368
13909,25621,20281,9633,16240
87223,48797,39665,47701,156163
14767,985,21280,32561,807178
6896,31149,39258,15139,12043
23731,70441,9701,2799,4211
61189,35576,2558,26671,50272
11535,8012,25917,82736,156430
9153,91405,34118,32407,6662
19697,96219,34233,50414,17328
31220,57723,60907,70354,70994
32014,27679,25957,26374,60527
84556,74511,68824,6749,85761
14836,10917,3003,3187,8413
44791,36529,21495,62933,103523
69648,36887,6247,3586,18566
10820,39279,15689,34910,13938
18625,46509,49736,39651,35796
8131,4721,51347,75286,218101
31177,25235,18586,263,23287
39771,30832,25865,33069,76020
3649,65719,49057,75814,6933
41527,6446,14523,58396,469765
71767,63806,29036,24377,60077
12923,43196,59180,60949,35939
30575,27842,1756,88323,98921
3079,31344,74429,48871,12112
73699,7618,61205,80164,1367649
59803,12728,75845,5248,381018
5087,1634,46769,3413,156228
45601,18671,24481,86298,270561
10834,189,883,522,80538
7713,56659,631,1954,351
15207,9746,90058,27233,183013
25693,19451,22182,7157,38754
23988,22597,39415,27013,70517
51872,92261,4730,4989,5464
4673,3663,55926,22289,99781
60261,36805,95549,47665,234485
20031,16336,71170,92077,200171
12008,80189,37785,93607,19676
94060,98699,90983,28771,114125
24957,21991,91016,75855,189377
38533,71659,16902,14081,16660
86903,89143,31714,10995,41636
72439,4519,8888,2465,181987
8093,8377,11947,10833,22007
20917,20743,64003,16672,81351
32897,6507,34550,401,176700
6493,3656,78225,86237,292082
5967,6940,12666,43525,48313
1257,55354,10092,15059,571
4188,7549,17287,10585,15463
43667,23405,67721,90835,295819
38725,10988,54095,529,192511
62290,27921,1516,13277,33003
14303,53642,24621,51986,20426
39905,21001,6539,4411,20807
6409,1829,43521,56905,351902
59389,40769,99871,77959,259049
66043,44919,9789,671,15379
66665,33398,43112,1477,89003
13195,2761,160,1267,6820
4268,2755,41798,35389,119577
71123,77655,57685,24943,75677
27942,20795,4609,23928,38345
90927,10451,51467,96429,1286742
43266,35389,24224,77975,124946
4404,26509,42292,24773,11142
17763,32135,16469,10456,14883
66829,6896,8389,22373,298114
18668,15453,40997,54249,115062
27433,16238,37705,12952,85582
13297,19512,87036,84691,117029
63673,97842,17463,7231,16070
6959,3563,10359,26638,72260
76843,21785,59343,9049,241241
44966,55809,73662,59203,107051
36535,30841,12159,18439,36247
3669,2656,88846,88943,245597
7906,74265,1274,11841,1396
67820,55971,10067,57964,82433
58809,97145,5868,42487,29273
5933,3385,11998,12335,42649
60314,45673,20000,46247,87484
67180,20551,49942,18767,224606
6185,4481,131,3742,5345
89881,86407,79639,72326,158074
5143,3244,62596,76459,220456
1779,1283,23825,13282,51452
77837,51266,35767,38748,113135
20560,11619,2561,11852,25504
68348,60741,7763,17137,28019
25205,15776,30091,27955,92739
42477,22645,30742,96609,238883
98588,22805,12601,14903,118902
57749,23860,78955,44921,299820
10897,10635,8801,28682,38406
63039,40468,42257,30909,113974
70885,38321,30131,42773,134856
37267,2431,92139,12218,1599783
17776,10189,62891,95783,276827
41072,49483,48511,82131,108436
95455,33061,50647,54280,302949
59488,75195,892,741,1292
85943,46504,76305,54214,241209
68795,72471,53765,69856,117350
1958,1861,237,80150,84577
34747,23337,40619,35556,113419
6955,4222,49971,31901,134870
10576,29095,7757,27634,12864
27493,14156,83810,18621,198936
21247,12999,36241,13453,81226
9492,26695,97219,26539,44005
35859,33224,2459,9966,13411
5539,43760,14381,48579,7969
11260,45001,87070,789,21984
38654,12965,9571,10752,60592
26763,17449,19387,17202,56120
7681,4985,14741,1514,25046
26493,15428,22271,6397,49228
17465,13469,85269,56468,183787
25653,47162,2549,50773,29004
76111,72854,62517,50395,117959
38575,97939,672,52385,20897
44222,44217,48043,5482,53531
25189,19547,19489,10495,38639
41065,26027,53494,15921,109522
35313,31591,88453,27736,129878
26951,14808,97763,82363,327835
64628,47041,16021,13018,39895
2840,52837,14656,27443,2263
39233,64676,85845,75806,98059
9341,9315,8667,4361,13065
97921,42737,991,2607,8244
62094,35119,85445,47106,234364
10366,8947,68441,75580,166863
29349,72667,14793,11284,10532
99629,85841,55139,13569,79744
1204,641,53636,63093,219254
7889,4054,27729,45137,141796
9811,11783,15499,67613,69203
43,41,46223,10667,59665
122,40995,33528,74473,321
9813,10876,47590,34633,74187
17479,11133,18625,42083,95313
39569,754,4288,1511,304325
21137,16587,10119,33491,55572
46519,28816,83039,77701,259490
7867,4856,16546,47149,103190
2957,5509,49205,5158,29180
1769,34755,29960,63599,4762
886,14055,48728,19803,4320
3433,2764,61142,13637,92878
43052,8283,73402,19703,483925
2678,28201,7516,55385,5973
80335,67827,30134,45813,89953
9367,69826,16019,37678,7203
7785,6827,17282,61923,90320
24293,23531,11133,92815,107314
36532,41009,37369,14134,45880
8145,6949,28959,66529,111923
66502,42797,20604,8569,45332
35940,52633,83211,49346,90515
42067,21888,92972,59945,293894
36429,21617,74453,44992,201289
34351,26350,92941,39013,172021
22751,26401,90571,72131,140208
14300,6307,49560,64777,259239
320,311,20583,1586,22810
48945,46297,78985,41388,127258
10087,4537,11651,12826,54419
13905,11458,21867,1397,28232
58337,30474,4551,5395,19040
1619,4062,17360,11077,11334
65591,33873,78347,33312,216214
53681,33623,26350,6351,52209
2545,91852,14137,4471,515
1091,952,47950,43301,104575
71847,29747,20509,65564,207889
7707,26221,33079,19890,15569
29911,11195,79465,76992,418024
30075,38986,5299,24012,22611
5954,19093,44,1601,513
8441,11685,9753,11902,15643
55066,48897,19850,12777,36743
8063,78095,82003,58352,14491
79714,46787,65670,79933,248073
9793,7394,35177,51245,114462
20654,31493,81645,57664,91363
14995,12343,2873,79565,100151
85127,42073,88078,549,179320
26589,70790,18890,27601,17463
34284,25457,17339,8516,34820
11719,10027,50399,84293,157420
11399,10488,33564,82169,125786
1657,32580,1219,2794,204
33847,19714,43206,10601,92381
10967,7363,79049,13841,138357
2674,2417,88892,5197,104093
65075,45816,10072,51471,87413
75796,45121,92223,17548,184397
78428,98825,53044,91427,114652
663,12020,91547,77965,9350
28139,25111,547,9853,11654
153,78788,13255,52058,127
57519,37447,41156,43227,129614
22867,83985,94750,98643,52657
52744,34627,56405,66203,186757
8371,6276,17921,81475,132576
51943,17290,47859,66545,343695
73558,44543,66,8455,14071
2577,22520,13977,10961,2854
10929,7046,9259,28587,58703
18562,39341,9704,4859,6871
62165,42129,63354,37825,149299
1984,2109,83639,39740,116066
28096,14495,7846,10327,35226
45183,17471,28817,46625,195106
74406,45013,21547,46420,112348
82839,85940,75940,37459,109307
3981,19154,40261,2409,8868
78935,84269,32673,31600,60204
17662,45643,14693,17611,12500
23445,22927,3657,12695,16721
96521,53372,21655,47407,124896
5979,10406,18663,5552,13914
16944,22909,49270,43389,68533
16771,60434,72223,68715,39112
9205,11423,32355,87488,96573
36859,18605,94087,19398,224829
95321,48756,8195,4894,25590
55481,49160,51404,42961,106498
54835,33219,80359,19581,164972
188,18521,1919,4820,68
30194,20269,19611,4183,35445
18275,13097,49241,48058,135767
45259,99853,97337,8780,48098
43565,99804,11592,56437,29695
14606,89975,12293,59193,11605
86243,83496,99346,98051,203891
38047,27464,28975,12022,56795
69979,68207,47176,33371,82639
43620,23761,95249,74922,312397
67908,84317,16550,3821,16407
69184,7669,5907,8407,129130
8289,4936,73389,54878,215398
38225,24351,24401,26518,79930
16217,17724,10599,16160,24483
62399,63051,4150,53223,56780
96137,48914,17785,30921,95729
64383,45724,90356,86537,249079
9134,6641,55450,60767,159844
45020,26709,3621,5395,15197
6118,62451,25533,27883,5233
13937,9337,94392,85463,268463
92919,72061,96133,73017,218110
6079,5002,8032,2447,12735
16951,55343,13247,39982,16304
30779,23074,41993,41098,110837
74520,41563,10133,8530,33461
20464,42603,67541,25730,44802
61198,36953,65397,83767,247031
95437,77308,83297,70105,189375
50957,84109,43937,33565,46955
3134,3753,3481,558,3372
40551,26497,38533,42490,123997
33443,9554,95543,41554,479897
44903,23917,92909,3575,181144
424,319,52929,9386,82826
16047,10870,61252,72541,197514
25163,21492,49853,68026,138014
20789,4062,5743,10745,84385
193,111,20499,17030,65253
307,1648,17161,15146,6018
19859,66316,4845,2236,2120
29346,27737,86155,10461,102220
82161,42869,40248,96919,262889
19165,43466,2293,16286,8192
30913,9027,2484,17545,68589
78462,85493,58639,41271,91693
1136,20055,15182,2525,1003
54943,49311,14924,4317,21439
39590,15593,17652,1265,48029
45445,38021,40954,32839,88202
42957,94145,44321,5584,22771
62990,50693,77377,71707,185248
72665,45267,59053,85714,232388
15316,54251,37719,78230,32734
27737,18214,2543,99040,154695
1095,1073,70134,9625,81394
10177,6405,72421,20767,148067
67573,91978,56280,2437,43137
58961,91916,855,907,1130
5041,4543,71991,66943,154164
20543,40729,5599,39503,22749
15889,21361,392,93783,70050
6803,15332,65882,63365,57348
95171,50259,60659,45092,200251
56311,60283,7825,7038,13884
10520,8367,69089,40314,137555
85253,55962,15152,3451,28340
13695,644,5533,12154,376124
6501,3623,6553,11198,31852
99313,91575,13246,44143,62239
5036,2799,35435,55426,163479
30227,26011,96658,59645,181637
31135,21478,15309,47561,91138
2180,1999,24532,21475,50173
78161,79931,83845,89528,169534
46691,27921,3771,19690,39233
12906,4711,20634,8435,79636
56007,29144,2084,4835,13296
6172,27787,17016,23957,9101
2659,29726,342,797,102
19725,90241,23976,65183,19488
4628,3555,24797,3683,37076
76549,61888,7052,37245,54791
44939,24110,39012,43391,153593
51412,13681,59963,8887,258732
43524,30853,34041,14485,68455
89148,15107,49978,16963,395026
13781,6939,98209,48835,292033
36108,23041,8641,84247,145567
113,81011,4114,5837,14
46029,30367,29611,3698,50489
44893,31432,28607,3596,45995
49516,30263,1384,2449,6272
42311,15030,63877,83353,414468
22080,96509,24520,58597,19016
12033,29297,109,14521,6009
